button,category,movie_name,card_title,price,sold_date
Add to cart,props,ASSASSIN'S CREED (2016),Abstergo Guard Stunt Hand Crossbow,£345,
Sold Archive,props,ROGUE ONE: A STAR WARS STORY (2016),Entertainment Memorabilia Live Auction - London - 2021 Light-up R2-M80/KR2-M80/R2-F1P Remote Control Droid,"£125,000","Sold on 8 Nov, 2021"
Sold Archive,props,ELF (2003),Entertainment Memorabilia Live Auction - London - 2022 Lot # 127 - Santa's (Ed Asner) Light-up Scaled Sleigh Dashboard with Spirit Clausometer,"£15,000","Sold on 26 Oct, 2022"
Add to cart,props,SPECTRAL (2016),DARPA Armor Component,$495,
Add to cart,props,ROBIN HOOD (2018),Robin Hood's (Taron Egerton) Stunt Bow,"£1,495",
Add to cart,props,"PACIFIC, THE (2010)",Stunt Thompson Machine Gun with Interchangeable Magazine Slot,£395,
Sold Archive,props,BATMAN FOREVER (1995),Entertainment Memorabilia Live Auction - London - 2022 Lot # 71 - The Riddler's (Jim Carrey) Green Cane with Skull,"£15,000","Sold on 4 Oct, 2022"
Sold Archive,props,STAR WARS: A NEW HOPE (1977),R2-D2 X- Wing Model Miniature,,
Sold Archive,props,"ABYSS, THE (1989)",Entertainment Memorabilia Live Auction - Los Angeles - 2021 Diving Helmet,"$20,000","Sold on 1 Jun, 2021"
Add to cart,props,DESPERATE HOUSEWIVES (2004),Lynette Scavo's (Felicity Huffman) Licence Plate,£495,
Add to cart,props,"I, ROBOT (2004)",Photograph Wallets,£395,
Add to cart,props,BATMAN BEGINS (2005),Batcave Hanging Bat,£595,
Sold Archive,props,"BLUES BROTHERS, THE (1980)",Entertainment Memorabilia Live Auction - London - 2019 Bluesmobile Large-Scale Model Miniature,"£23,370","Sold on 24 Sep, 2019"
Sold Archive,props,LEGEND (1985),Entertainment Memorabilia Live Auction 2015 Unicorn Horn,"£13,200","Sold on 26 Aug, 2015"
Sold Archive,props,"THING, THE (1982)",Entertainment Memorabilia Live Auction: Los Angeles 2023 Lot #481 - Norris (Charles Hallahan) Spider Head-Thing,"$587,500","Sold on 30 May, 2023"
Add to cart,props,IT CHAPTER TWO (2019),Eddie Kaspbrak's (James Ransone) Headlamp,£695,
Add to cart,props,"INCREDIBLE HULK, THE (2008)",Bruce Banner's (Edward Norton) Botany Book and Flower,£695,
Add to cart,props,STRATTON (2016),Terrorist Gas Kit,£495,
Sold Archive,props,SCREAM (1996),Entertainment Memorabilia Live Auction - Los Angeles - 2021 Ghostface Mask,"$16,250","Sold on 8 Jun, 2021"
Sold Archive,props,"UNTOUCHABLES, THE (1987)",Entertainment Memorabilia Live Auction - London - 2021 Eliot Ness' (Kevin Costner) Treasury Agent Shield and Family Photos,"£13,750","Sold on 18 Oct, 2021"
Add to cart,props,BATMAN & ROBIN (1997),Love & Adore Magazine Featuring Robin (Chris O'Donnel),$495,
Sold Archive,props,STARSHIP TROOPERS (1997),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 428 - Sugar Watkins' (Seth Gilliam) Screen-Matched Live-Fire Morita MK I Sniper Rifle,"$15,000","Sold on 24 May, 2022"
Sold Archive,props,WARCRAFT (2016),"Entertainment Memorabilia Live Auction - London - 2021 Alliance Foot Soldier Armour with Sword, Hand Cannon and Shield","£10,000","Sold on 3 Nov, 2021"
Sold Archive,props,CONAN THE BARBARIAN (1982),Entertainment Memorabilia Live Auction 2017 Conan's (Arnold Schwarzenegger) Atlantean Rehearsal Sword,"£20,740","Sold on 11 Aug, 2017"
Sold Archive,props,JUMANJI: WELCOME TO THE JUNGLE (2017),Jumanji Welcome To The Jungle Online Auction Jaguar's Eye Jewel,"$20,984","Sold on 6 Mar, 2018"
Sold Archive,props,WARCRAFT (2016),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 468 - King Llane's (Dominic Cooper) Urethane Sword and Scabbard,"$11,875","Sold on 24 May, 2022"
Add to cart,props,STARGATE SG-1 (1997-2007),Jaffa Restraint Stick,$695,
Sold Archive,props,STAR WARS: A NEW HOPE (1977),Original Large Death Star Surface Section Also Used In Briefing Room Film,,
Sold Archive,props,CAPTAIN AMERICA: THE FIRST AVENGER (2011),Entertainment Memorabilia Live Auction 2016 Captain America's (Chris Evans) Distressed Shield,"£42,000","Sold on 7 Sep, 2016"
Sold Archive,props,STAR WARS: A NEW HOPE (1977),Entertainment Memorabilia Live Auction 2016 Death Star Gun Tower with Base Model Miniature,"£9,600","Sold on 11 Aug, 2016"
Add to cart,props,ROBIN HOOD (2010),Robin Hood's (Russell Crowe) Light-up SFX Tree Branch,£995,
Sold Archive,props,"HUNGER GAMES, THE: CATCHING FIRE (2013)",Entertainment Memorabilia Live Auction: London 2023 Lot #193 - Katniss Everdeen's (Jennifer Lawrence) Bow and Quiver,"£25,000","Sold on 12 Oct, 2023"
Add to cart,props,"INCREDIBLE HULK, THE (2008)",Bruce Banner's (Edward Norton) Webpage Clipping of Betty Ross (Liv Tyler),£395,
Sold Archive,props,JURASSIC WORLD (2015),Entertainment Memorabilia Live Auction - London - 2021 Employee Hard Hat,"£10,000","Sold on 21 Oct, 2021"
Sold Archive,props,MYTHBUSTERS (2003-0),MythBusters Charity Online Auction Bruce the Jaws Mechanical Shark,"$21,250","Sold on 20 Aug, 2021"
Add to cart,props,CHARLIE AND THE CHOCOLATE FACTORY (2005),"""Third Golden Ticket Found"" Newspaper",£295,
Add to cart,props,JACK THE GIANT SLAYER (2013),Jack's (Nicholas Hoult) Prototype Daggers,£495,
Add to cart,props,"INTERVIEW, THE (2014)",Aaron's (Seth Rogen) SFX Arm with Dangling Finger,$995,
Sold Archive,props,"RIGHT STUFF, THE (1983)",Entertainment Memorabilia Live Auction: London 2023 Lot #315 - Medium-size Bell X-1 Model Miniature,"£43,750","Sold on 11 Oct, 2023"
Add to cart,props,TITANIC (1997),Set of Brass Plaques,£395,
Add to cart,props,"ADJUSTMENT BUREAU, THE (2011)",David Norris (Matt Damon) Business Card and Bus Ticket Set,£495,
Sold Archive,props,STAR WARS: REVENGE OF THE SITH (2005),Entertainment Memorabilia Live Auction - London - 2020 Obi-Wan Kenobi's (Ewan McGregor) Hero Lightsaber,"£150,000","Sold on 9 Nov, 2020"
Sold Archive,props,GREMLINS 2: THE NEW BATCH (1990),Entertainment Memorabilia Live Auction - Los Angeles - 2020 Gremlin Puppet,"$12,500","Sold on 26 Aug, 2020"
Add to cart,props,G.I. JOE: RETALIATION (2013),Cobra Ninja's Rubber Sword and Back Rig,$525,
Sold Archive,props,STAR WARS: REVENGE OF THE SITH (2005),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 375 - Darth Sidious' (Ian McDiarmid) Alternate-Finish Hero-Style Lightsaber with Printed Concept Design,"$22,500","Sold on 24 May, 2022"
Add to cart,props,DOCTOR WHO (2001),The Doctor (David Tennant) Bank Notes,£595,
Add to cart,props,DIE ANOTHER DAY (2002),Hovercraft Nose Cone,£995,
Add to cart,props,ROCKETMAN (2019),Older Reggie's (Kit Connor) Elvis Record Sleeve,£495,
Add to cart,props,"PIRATES! IN AN ADVENTURE WITH SCIENTISTS! THE, (2012)",Darwin's Furniture and Portrait,£395,
Add to cart,props,SONS OF ANARCHY (2008-2014),Clay's (Ron Perlman) Criminal Identification Report,£335,
Add to cart,props,PROMETHEUS (2012),Space Suit Hanging Rack,£295,
Sold Archive,props,EDGE OF TOMORROW (2014),Entertainment Memorabilia Live Auction: Los Angeles 2023 Lot #122 - Rita Vrataski's (Emily Blunt) Blade,"$37,500","Sold on 30 May, 2023"
Sold Archive,props,"POLAR EXPRESS, THE (2004)","Entertainment Memorabilia Live Auction - London - 2020 ""Believe"" Motion Capture Train Ticket","£11,875","Sold on 30 Nov, 2020"
Sold Archive,props,"MUNSTERS, THE (1964-1966)",TV Treasures Live Auction Spot Munster's Dragon Collar,"$13,125","Sold on 29 Nov, 2018"
Sold Archive,props,TROY (2004),Entertainment Memorabilia Live Auction - London - 2020 Achilles' (Brad Pitt) SFX Retractable-blade Sword,"£20,000","Sold on 30 Nov, 2020"
Add to cart,props,"GOLDEN COMPASS, THE (2007)",Marisa Coulter (Nicole Kidman) Hero General Oblation Board Paperwork,£295,
Sold Archive,props,JAMES BOND: THE MAN WITH THE GOLDEN GUN (1974),Entertainment Memorabilia Live Auction 2015 Scaramanga's (Christopher Lee) Revolver,"£12,000","Sold on 14 Sep, 2015"
Sold Archive,props,ALIENS (1986),Entertainment Memorabilia Live Auction - London - 2022 Lot # 32 - VP70M Sidearm Pistol,"£10,000","Sold on 4 Oct, 2022"
Add to cart,props,A.I. ARTIFICIAL INTELLIGENCE (2001),Green Light Up 'Mechanoid Deactivation Device',£795,
Sold Archive,props,NIGHT AT THE MUSEUM: BATTLE OF THE SMITHSONIAN (2009),Entertainment Memorabilia Live Auction - Los Angeles - 2021 Framed Tablets of Ahkmenrah (Rami Malek) and Smithsonian Hourglass Model Miniature,"$20,000","Sold on 1 Jun, 2021"
Sold Archive,props,STAR WARS: RETURN OF THE JEDI (1983),Entertainment Memorabilia Live Auction - Los Angeles - 2020 Ewok Spear,"$18,750","Sold on 26 Aug, 2020"
Sold Archive,props,EX MACHINA (2014),Entertainment Memorabilia Live Auction - London - 2020 Ava's (Alicia Vikander) Humanoid A.I. Face Display,"£28,125","Sold on 6 Nov, 2020"
Add to cart,props,FAST & FURIOUS (2009),Jenny Trinh's (Liza Lapira) FBI ID Badge,$395,
Add to cart,props,TROY (2004),Trojan Crocodile Skin Shield,£595,
Add to cart,props,"WORST WITCH, THE",Green Troll Face with Ears,£345,
Sold Archive,props,SAW (2004),Entertainment Memorabilia Live Auction - Los Angeles - 2021 Amanda Young's (Shawnee Smith) Screen-Matched Reverse Bear Trap,"$50,000","Sold on 21 Jun, 2021"
Sold Archive,props,BATTERIES NOT INCLUDED (1987),"Entertainment Memorabilia Live Auction - London - 2021 Wheems ""Fix-It"" Rod Puppet","£17,500","Sold on 15 Oct, 2021"
Sold Archive,props,HELLRAISER: HELLSEEKER (2002),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 170 - Lament Configuration Puzzle Box,"$11,250","Sold on 24 May, 2022"
Add to cart,props,CLASH OF THE TITANS (2010),Gods Podium Miniature Statue,£395,
Sold Archive,props,FRIENDS (1994-2004),Friends Online Auction Joey Tribbiani and Chandler Bing's Wood Canoe and Two Paddles,"$13,125","Sold on 12 Dec, 2019"
Add to cart,props,"AMAZING SPIDER-MAN 2, THE (2014)",Burnt Electro (Jamie Foxx) Flesh,$495,
Add to cart,props,BETTER CALL SAUL (2015-2022),Chop Shop Bill Counter,$795,
Add to cart,props,ASSASSIN'S CREED (2016),Joseph Lynch's (Brendan Gleeson) Special Effects Guillotine Gun,£795,
Add to cart,props,"PIRATES! IN AN ADVENTURE WITH SCIENTISTS! THE, (2012)",QV1 Kitchen Assorted Animals & Sacks - 259,£395,
Sold Archive,props,ALIENS (1986),Entertainment Memorabilia Live Auction: London 2023 Lot #12 - Four Hero USCM M40 Grenades with Webbing,"£12,500","Sold on 23 Oct, 2023"
Add to cart,props,G.I. JOE: THE RISE OF COBRA (2009),Production-Made Baroness (Sienna Miller) and Duke Hauser (Channing Tatum) Pistol,$495,
Sold Archive,props,DIE HARD WITH A VENGEANCE (1995),"Entertainment Memorabilia Live Auction 2017 John McClane's (Bruce Willis) Vest, Badge and Holster Rig","£11,900","Sold on 7 Aug, 2017"
Add to cart,props,BLACK MIRROR (2011-2019),USS Callister Chair,£495,
Add to cart,props,WAR FOR THE PLANET OF THE APES (2017),Wood Spear with Black Point,$475,
Sold Archive,props,A MONSTER CALLS (2016),Entertainment Memorabilia Live Auction: London 2023 Lot #260 - The Monster's Full-size Head,"£37,500","Sold on 9 Nov, 2023"
Add to cart,props,CHARLIE AND THE CHOCOLATE FACTORY (2005),Wilbur Wonka (Christopher Lee) Framed Newspaper Cutting – Wonka Avoids the Public Eye,£695,
Sold Archive,props,PAN'S LABYRINTH (2006),Entertainment Memorabilia Live Auction: London 2023 Lot #283 - The Pale Man's (Doug Jones) Screen-matched Torso,"£12,500","Sold on 9 Nov, 2023"
Sold Archive,props,JURASSIC PARK (1993),Entertainment Memorabilia Live Auction - London - 2019 Steven Spielberg ILM Velociraptor Model Crew Gift,"£9,840","Sold on 3 Sep, 2019"
Add to cart,props,APOCALYPTO (2006),Small Chopping Tool,£345,
Sold Archive,props,INTERSTELLAR (2014),Entertainment Memorabilia Live Auction: Los Angeles 2023 Lot #925 - Young Murphy Cooper's (Mackenzie Foy) Damaged Apollo Lunar Module Model,"$18,750","Sold on 30 May, 2023"
Sold Archive,props,MYTHBUSTERS (2003-0),MythBusters Charity Online Auction Two Paintings with Explosives Paintings,"$13,750","Sold on 26 Aug, 2021"
Sold Archive,props,SPIDER-MAN 3 (2007),Entertainment Memorabilia Live Auction - London - 2022 Lot # 334 - Black Symbiote Spider-Man Mask,"£10,625","Sold on 4 Oct, 2022"
Add to cart,props,PACIFIC RIM (2013),Dog Tags,£395,
Add to cart,props,DEATH HOUSE (2016),Sieg's (Kane Hodder) Stunt Armored Cuffs,$595,
Add to cart,props,SYRIANA (2005),Bob Barnes' (George Clooney) STINGER Missile Batteries,$645,
Sold Archive,props,TROY (2004),Entertainment Memorabilia Live Auction - London - 2021 Achilles' (Brad Pitt) Hero Sword,"£40,625","Sold on 27 Oct, 2021"
Sold Archive,props,GREMLINS 2: THE NEW BATCH (1990),Entertainment Memorabilia Live Auction - London - 2022 Lot # 170 - Daffy Gremlin Paint Test Head,"£10,000","Sold on 25 Oct, 2022"
Sold Archive,props,MOONRAKER (1979),Entertainment Memorabilia Live Auction: Los Angeles 2023 Lot #240 - Glastron Carlson Speedboat,"$37,500","Sold on 30 May, 2023"
Add to cart,props,ALI (2001),Rumble In The Jungle Set Items Display,£495,
Add to cart,props,"LEGEND OF ZORRO, THE (2005)",Count Armand's (Rufus Sewell) Nitroglycerin Vial,$495,
Add to cart,props,PRIDE AND PREJUDICE AND ZOMBIES (2016),Elizabeth's (Lily James) Stunt Axe,£295,
Add to cart,props,DIE ANOTHER DAY (2002),Moneypenny (Samantha Bond) MI6 Letter,£595,
Sold Archive,props,X2: X-MEN UNITED (2003),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 479 - Wolverine's (Hugh Jackman) Claws,"$18,750","Sold on 24 May, 2022"
Sold Archive,props,"DARK KNIGHT RISES, THE (2012)",Entertainment Memorabilia Live Auction 2016 Hero Batpod Vehicle,"£312,000","Sold on 1 Aug, 2016"
Add to cart,props,SCARY MOVIE 5 (2013),Kendra Brooks' (Erica Ash) Stretched Neck Bust,$395,
Sold Archive,props,STAR WARS: THE PHANTOM MENACE (1999),Entertainment Memorabilia Live Auction 2018 Qui-Gon Jinn's (Liam Neeson) Lightsaber,"£15,990","Sold on 31 Aug, 2018"
Sold Archive,props,"GREEN MILE, THE (1999)",Entertainment Memorabilia Live Auction - Los Angeles - 2021 Screen-Matched Hero Prison Electric Chair,"$17,500","Sold on 2 Jun, 2021"
Add to cart,props,"WOMAN IN BLACK 2: ANGEL OF DEATH, THE (2015)",Eve's (Phoebe Fox) Hero Necklace and Watch,£695,
Add to cart,props,SERENITY (2005),Curved Reaver Weapon,£395,
Sold Archive,props,BATMAN (1989),Entertainment Memorabilia Live Auction - London - 2020 Model Miniature Joker Helicopter,"£10,000","Sold on 12 Nov, 2020"
Add to cart,props,PRIDE AND PREJUDICE AND ZOMBIES (2016),Mr. Darcy's (Sam Riley) Stunt Sword,£595,
Add to cart,props,ASSASSIN'S CREED (2016),Nathan's (Callum Turner) Cast In Crossbow Wristblade,£595,
Sold Archive,props,ALIENS (1986),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 13 - Pvt. Frost's (Ricco Ross) Screen-Matched Light-Up Helmet,"$56,250","Sold on 24 May, 2022"
Sold Archive,props,STAR TREK: DEEP SPACE NINE (1993-1999),Entertainment Memorabilia Live Auction - London - 2019 Light-Up Bajoran Interceptor Miniature Model,"£12,300","Sold on 27 Sep, 2019"
Sold Archive,props,POLTERGEIST (1982),Entertainment Memorabilia Live Auction: Los Angeles 2023 Lot #318 - Screen-Matched Evil Clown Doll,"$656,250","Sold on 30 May, 2023"
Sold Archive,props,MAD MAX: FURY ROAD (2015),Entertainment Memorabilia Live Auction 2018 Immortan Joe's (Hugh Keays-Byrne) War Club,"£12,300","Sold on 31 Aug, 2018"
Add to cart,props,MY NAME IS EARL (2005-2009),"Billie's (Alyssa Milano) Pink Karma List, Pink Pen & Set of Three Crab Shack Coasters",£495,
Sold Archive,props,THOMAS THE TANK ENGINE (1995),Entertainment Memorabilia Live Auction - London - 2022 Lot # 424 - Toby the Tram Engine Display,"£34,375","Sold on 4 Oct, 2022"
Sold Archive,props,WARCRAFT (2016),Warcraft Online Auction Lot # 7 - Warcraft Auction - King Llane's (Dominic Cooper) Ring,"$22,140","Sold on 14 May, 2018"
Add to cart,props,UNWELCOME (2022),Deer Body and Antlers,£495,
Add to cart,props,PROMETHEUS (2012),Sticker and Plaque Set,£395,
Add to cart,props,POWER RANGERS LIGHTSPEED RESCUE (2000),Full-Size Trans-Armor Cycle,"$6,895",
Add to cart,props,"REVENANT, THE (2015)","Satchel, Canteen and Holster Belt Set",$545,
Add to cart,props,ENDER'S GAME (2013),Incomplete Salamander Flash Suit Helmet,$525,
Add to cart,props,TROY (2004),Mycenaean Shield,£395,
Sold Archive,props,GHOSTBUSTERS II (1989),Entertainment Memorabilia Live Auction - London - 2022 Lot # 163 - Set of Slimer and Scoleri Brothers Maquettes,"£16,250","Sold on 4 Oct, 2022"
Sold Archive,props,DEXTER (2006-2013),Entertainment Memorabilia Live Auction - Los Angeles - 2021 Dexter Morgan's (Michael C. Hall) ID Card,"$17,500","Sold on 1 Jun, 2021"
Add to cart,props,TROY (2004),Sun Pattern Greek Shield,£495,
Add to cart,props,BETTER CALL SAUL (2015-2022),Set of Four Various Mugs,$695,
Add to cart,props,"FIVE-YEAR ENGAGEMENT, THE (2012)",Tom's (Jason Segel) Wallet and Checkbooks,$645,
Sold Archive,props,RED SONJA (1985),Entertainment Memorabilia Live Auction: London 2023 Lot #311 - Kalidor's (Arnold Schwarzenegger) Sword,"£12,500","Sold on 12 Oct, 2023"
Sold Archive,props,"HUNT FOR RED OCTOBER, THE (1990)",Entertainment Memorabilia Live Auction: London 2023 Lot #192 - DSRV-1 Mystic Submarine Model Miniature,"£11,875","Sold on 11 Oct, 2023"
Add to cart,props,SUNSHINE (2007),Set of Translight Crew Photos,£495,
Add to cart,props,FIRST TARGET (2000),Alex McGregor (Daryl Hannah) Security Pass,£295,
Sold Archive,props,JAMES BOND: VARIOUS PRODUCTIONS,Entertainment Memorabilia Live Auction: London 2023 Lot #211 - Peter Nelson Collection: M's (Bernard Lee) Red Telephone,"£150,000","Sold on 7 Nov, 2023"
Add to cart,props,STAR TREK: VOYAGER (1995-2001),Talaxian Cowl Appliance,$745,
Sold Archive,props,SCARFACE (1983),Entertainment Memorabilia Live Auction 2017 Tony Montana's (Al Pacino) Green Card,"£12,810","Sold on 12 Sep, 2017"
Add to cart,props,G.I. JOE: THE RISE OF COBRA (2009),Stunt Rubber F2000 Bullpup Rifle,$795,
Sold Archive,props,INDIANA JONES AND THE KINGDOM OF THE CRYSTAL SKULL (2008),"Entertainment Memorabilia Live Auction - Los Angeles - 2020 Indiana Jones' (Harrison Ford) Screen-Matched Amphibious ""Duck"" Vehicle","$18,750","Sold on 26 Aug, 2020"
Sold Archive,props,RUSH (2013),Entertainment Memorabilia Live Auction 2014 Niki Lauda’s (Daniel Br?hl) Prop BRM P160 Formula One Car,"£21,666","Sold on 16 Oct, 2014"
Add to cart,props,EDGE OF TOMORROW (2014),UDF Flashbang Grenade,£395,
Add to cart,props,JOHNNY ENGLISH (2003),''Knighthood For Hero English'' Newspaper,£495,
Add to cart,props,CHARLIE AND THE CHOCOLATE FACTORY (2005),'Two Golden Tickets Found' Newspaper,£395,
Add to cart,props,AVP: ALIEN VS. PREDATOR (2004),Predator Combistick Components,$725,
Add to cart,props,G.I. JOE: THE RISE OF COBRA (2009),Stunt Rubber Pistol,$645,
Add to cart,props,WAR FOR THE PLANET OF THE APES (2017),Stunt Spear with Ornaments,$645,
Sold Archive,props,STAR WARS: REVENGE OF THE SITH (2005),Entertainment Memorabilia Live Auction 2018 Anakin Skywalker's (Hayden Christensen) Hero Lightsaber,"£135,300","Sold on 31 Aug, 2018"
Sold Archive,props,INDIANA JONES AND THE TEMPLE OF DOOM (1984),Entertainment Memorabilia Live Auction 2018 SFX Banquet Snake Platter,"£11,070","Sold on 31 Aug, 2018"
Sold Archive,props,STAR WARS: A NEW HOPE (1977),Phil Tippett Online Auction Duros Cantina Alien Mask,"$64,900","Sold on 9 Oct, 2016"
Add to cart,props,RESIDENT EVIL (2002),Alice's (Milla Jovovich) Broken Axe,"£1,195",
Sold Archive,props,THE LORD OF THE RINGS TRILOGY (2001-2003),Entertainment Memorabilia Live Auction - Los Angeles - 2021 Weta Workshop Master Swordsmith Collection: Witch-King of Angmar Sword-and-Scabbard Replica,"$16,250","Sold on 29 Jun, 2021"
Add to cart,props,SUCKER PUNCH (2011),Knight's Stunt Broadsword,$395,
Sold Archive,props,STAR TREK: THE NEXT GENERATION (1987-1994),Entertainment Memorabilia Live Auction - London - 2019 Light-Up Medical Tricorder,"£12,300","Sold on 19 Sep, 2019"
Sold Archive,props,LIVE AND LET DIE (1973),"Entertainment Memorabilia Live Auction - London - 2020 James Bond's (Roger Moore) Hamilton Pulsar Watch, On-set Photo, Wedding Telegram and Letter","£11,250","Sold on 20 Nov, 2020"
Add to cart,props,ASSASSIN'S CREED (2016),Aguilar's (Michael Fassbender) Stunt Bow,£995,
Sold Archive,props,SHORT CIRCUIT 2 (1988),Entertainment Memorabilia Live Auction - London - 2022 Lot # 324 - Johnny 5 Model Miniature with Glider,"£50,000","Sold on 25 Oct, 2022"
Add to cart,props,ROBIN HOOD (2018),Guy of Gisborne’s (Paul Anderson) Crusader Long Bow,£745,
Add to cart,props,"ABYSS, THE (1989)",Storyboard Binder and Production Ephemera,$795,
Sold Archive,props,NATIONAL TREASURE (2004),Entertainment Memorabilia Live Auction - London - 2021 Meerschaum Pipe,"£68,750","Sold on 9 Nov, 2021"
Add to cart,props,BETTER CALL SAUL (2015-2022),Chief Court Clerk Accessories,$995,
Add to cart,props,SONS OF ANARCHY (2008-2014),Tara's (Maggie Siff) DMV Report,£335,
Add to cart,props,FAST AND FURIOUS 6 (2013),Prototype Air Launcher Casting,£395,
Add to cart,props,FRIGHT NIGHT (2011),Jerry's (Colin Farrell) SFX Stab Torso Rig,$495,
Sold Archive,props,INDIANA JONES AND THE DIAL OF DESTINY (2023),Entertainment Memorabilia Live Auction: London 2023 Lot #205 - Mercedes Car Driven by Indiana Jones (Harrison Ford),"£37,500","Sold on 30 Oct, 2023"
Sold Archive,props,JURASSIC WORLD: FALLEN KINGDOM (2018),Diorama Room Five-foot-Nine Velociraptor Skeleton,"$10,995","Sold on 24 Jan, 2020"
Add to cart,props,BETTER CALL SAUL (2015-2022),Madrigal Intermodal Warehouse Hardhat and Safety Vest,$695,
Sold Archive,props,FREDDY VS. JASON (2003),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 130 - Mrs. Pamela Voorhees' (Paula Shaw) Severed Head,"$20,000","Sold on 24 May, 2022"
Add to cart,props,G.I. JOE: THE RISE OF COBRA (2009),Cobra Soldier Pistol Resin Prototype,$445,
Add to cart,props,MAJOR LEAGUE II (1994),Set of Cleveland Indians Memorabilia,$595,
Add to cart,props,"CALL OF THE WILD, THE (2020)",John Thornton's (Harrison Ford) Whisky Bottle,$495,
Sold Archive,props,STAR TREK: THE MOTION PICTURE (1979),TV Treasures Live Auction Klingon Disruptor,"$50,000","Sold on 30 Nov, 2018"
Sold Archive,props,JASON GOES TO HELL: THE FINAL FRIDAY (1993),Entertainment Memorabilia Live Auction - London - 2022 Lot # 153 - Mario Kirner Collection: Screen-matched Demon Dagger,"£43,750","Sold on 1 Nov, 2022"
Sold Archive,props,GUARDIANS OF THE GALAXY (2014),"Entertainment Memorabilia Live Auction: Los Angeles 2023 Lot #280 - Peter Quill's (Chris Pratt) Light-Up ""Star-Lord"" Helmet","$125,000","Sold on 30 May, 2023"
Sold Archive,props,PIRATES OF THE CARIBBEAN: THE CURSE OF THE BLACK PEARL (2003),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 275 - Cursed Aztec Coin and Spanish Coin,"$11,250","Sold on 24 May, 2022"
Sold Archive,props,WEDDING CRASHERS (2005),"Entertainment Memorabilia Live Auction - London - 2020 ""Celebration"" Painting of Jeremy Grey (Vince Vaughn)","£11,250","Sold on 5 Nov, 2020"
Add to cart,props,FLASH GORDON (1980),Ming Royal Guard SFX Rifle,"£2,995",
Add to cart,props,"MEXICAN, THE (2001)","Jerry Welbach's (Brad Pitt) Passport Application, Winston Baldry's (James Gandolfini) Plane Ticket, and Four Production Stills",$795,
Add to cart,props,TALES OF THE RIVERBANK (2008),GP1 Yellow Biplane,"£1,495",
Sold Archive,props,BRAINSTORM (1983),Entertainment Memorabilia Live Auction - Los Angeles - 2020 Douglas Trumbull Collection: Brain-Computer Interface Headset,"$20,000","Sold on 26 Aug, 2020"
Sold Archive,props,"WALKING DEAD, THE (2010-2022)",Entertainment Memorabilia Live Auction: Los Angeles 2023 Lot #503 - Negan's (Jeffrey Dean Morgan) Lucille Bat,"$37,500","Sold on 30 May, 2023"
Sold Archive,props,RED DWARF (1988),Entertainment Memorabilia Live Auction - London - 2021 Starbug 1 Model Miniature,"£75,000","Sold on 18 Oct, 2021"
Sold Archive,props,BRAVEHEART (1995),Entertainment Memorabilia Live Auction: Los Angeles 2023 Lot #79 - William Wallace's (Mel Gibson) Screen-Matched and Photo-Matched Battle-Damaged Chest Armor,"$50,000","Sold on 30 May, 2023"
Add to cart,props,"HITCHHIKER'S GUIDE TO THE GALAXY, THE (2005)",Matte Painting,"£1,245",
Add to cart,props,MIGHTY MORPHIN' POWER RANGERS (1993-1995),Villain Patinated Weapon,$795,
Sold Archive,props,WARCRAFT (2016),Warcraft Online Auction Lot # 558 - Warcraft Auction - Orgrim Doomhammer's (Robert Kazinsky) Doomhammer,"$14,760","Sold on 14 May, 2018"
Sold Archive,props,BRAVEHEART (1995),Entertainment Memorabilia Live Auction - London - 2019 William Wallace's (Mel Gibson) Hero Claymore Sword,"£61,500","Sold on 25 Sep, 2019"
Add to cart,props,DOM HEMINGWAY (2013),Framed Poster and Soft Big Easy Moroso Chair,£695,
Sold Archive,props,INDIANA JONES AND THE LAST CRUSADE (1989),Entertainment Memorabilia Live Auction: Los Angeles 2023 Lot #228 - The Grail Knight's (Robert Eddison) Sword,"$56,250","Sold on 30 May, 2023"
Sold Archive,props,STAR TREK: THE NEXT GENERATION (1987-1994),Entertainment Memorabilia Live Auction - Los Angeles 2022 Lot # 328 - Main Engineering Master Systems Display Table LCARS Keypad Panel,"$12,500","Sold on 24 May, 2022"
Sold Archive,props,PEAKY BLINDERS (2013-2022),Entertainment Memorabilia Live Auction: London 2023 Lot #289 - Thomas Shelby's (Cillian Murphy) Season 3 Cap,"£20,000","Sold on 17 Oct, 2023"
Add to cart,props,ALIEN: COVENANT (2017),Jacob Branson's (James Franco) Weyland-Yutani Storage Tote,$395,
Sold Archive,props,JURASSIC PARK (1993),Entertainment Memorabilia Live Auction - Los Angeles - 2021 Velociraptor Egg,"$20,000","Sold on 1 Jun, 2021"
Add to cart,props,JAMES BOND: FOR YOUR EYES ONLY (1981),Kristatos' (Julian Glover) Buoy,"$5,795",
Add to cart,props,ASSASSIN'S CREED (2016),Cal Lynch's (Michael Fassbender) Broken-In-Action Stunt Bow,£895,
